,count
0.25210133,225
0.25495926,218
0.23768145,212
0.26124412,206
0.25488925,201
0.17576319,199
0.19282295,193
0.19424179,184
0.25463924,183
0.16029637,180
0.25963232,179
0.25955,170
0.21967618,167
0.15480645,167
0.20495357,166
0.16172554,164
0.15666658,161
0.28655282,160
0.14985499,160
0.16485198,159
0.19433005,157
0.19675744,157
0.15616016,157
0.1683357,156
0.22636558,155
0.18649428,155
0.18565944,155
0.2704111,155
0.18060675,154
0.26122135,154
0.15282688,154
0.26045504,152
0.19926488,152
0.23400664,151
0.17080066,151
0.2544608,151
0.16637336,150
0.16519867,149
0.28500536,149
0.1953249,148
0.19925177,148
0.2699837,146
0.17389244,145
0.18875831,145
0.25606304,144
0.17185985,143
0.16498353,143
0.16251811,143
0.22456416,142
0.19366266,142
0.17166351,141
0.21251133,140
0.18183222,140
0.22354186,139
0.15737249,139
0.1699213,139
0.18449523,138
0.18411404,138
0.2589591,138
0.19016697,137
0.28589824,137
0.1959959,137
0.23764747,137
0.22042997,137
0.19124992,137
0.2523465,136
0.2504664,135
0.16883719,135
0.19299404,135
0.16156778,134
0.24213871,134
0.20588066,133
0.17631263,132
0.16743761,132
0.23854856,132
0.18789473,131
0.16423033,131
0.1735161,130
0.17409857,130
0.22718155,130
0.19578978,130
0.19408391,129
0.2983189,129
0.15523179,128
0.22966534,128
0.25899547,128
0.20271875,128
0.17393573,127
0.25305322,127
0.16177647,126
0.19332416,126
0.18824637,125
0.25946376,125
0.17030074,125
0.251839,124
0.2148606,124
0.24532416,123
0.19505836,123
0.25293252,123
0.18876763,123
